client_id,num_samples,entropy,foreground_class_1,foreground_class_2,foreground_class_3,background_fraction,empty_foreground_fraction
0,35,1.3692183300557872,0.168600346940743,0.5960150320777701,0.235384620981487,0.9550608771187918,0.0
1,35,1.3900106596541622,0.18671236304283706,0.5857577970783864,0.22752983987877656,0.9543169975280762,0.0
2,35,1.503926700299777,0.24810136465770777,0.2559613766299114,0.4959372587123808,0.9685922350202288,0.0
3,34,1.3556445030505184,0.15416919809241375,0.6000147477257244,0.2458160541818619,0.9562554499682259,0.0
4,34,1.367189580177,0.13812118787182046,0.5781063854966779,0.28377242663150165,0.9626701719620648,0.0
5,34,1.1283426413276398,0.09814092429786414,0.7142627666832375,0.1875963090188983,0.9530281038845286,0.0
6,34,0.9052911663323268,0.057704694664600084,0.7959459068169364,0.14634939851846349,0.9486587468315574,0.0
7,34,0.7203868207176101,0.04888011801360947,0.8582982589640676,0.09282162302232287,0.956485902561861,0.0
8,34,1.321899522894984,0.1486339995925026,0.6221274901070347,0.2292385103004627,0.948444128036499,0.0
9,34,1.107400032282228,0.0875636767367655,0.7194812976474076,0.19295502561582686,0.9458852655747357,0.0
10,34,1.356624050031384,0.14667740826938788,0.5947383980744683,0.2585841936561439,0.9591074831345502,0.0
11,34,1.3483165151593886,0.14149412110319698,0.5979929883839817,0.2605128905128213,0.9574637833763572,0.0
12,34,1.2046704846059284,0.0939176823222107,0.666374152203845,0.23970816547394425,0.9603973837459788,0.0
13,34,0.3408480176202335,0.014007084834485444,0.9475020083400693,0.03849090682544534,0.9604925969067741,0.0
14,34,1.414334380575804,0.17758810747805118,0.5630590143772497,0.2593528781446991,0.9581044000737807,0.0
15,34,1.2707881696387517,0.12444356150071004,0.6446174880384535,0.23093895046083643,0.9580664073719698,0.0
16,34,1.3669611348008515,0.17210608111495462,0.5988203175501171,0.2290736013349283,0.95775787970599,0.0
17,34,1.2817039150204244,0.12670229130981725,0.6385284117290715,0.2347692969611113,0.956776829326854,0.0
18,34,1.4577738281110277,0.2026199297763901,0.5331705686645201,0.2642095015590899,0.9625297013451072,0.0
19,34,1.506406878743726,0.21346483733123747,0.4805508535138201,0.3059843091549424,0.9529981472912956,0.0
