client_id,num_samples,entropy,foreground_class_1,foreground_class_2,foreground_class_3,background_fraction,empty_foreground_fraction
0,35,1.2249513998997363,0.11849725466372052,0.6704852446053273,0.21101750073095213,0.9556867463248117,0.0
1,35,0.9949886735838673,0.10308276496114295,0.7742736683050007,0.12264356673385643,0.9542691094534738,0.0
2,35,1.2607964968017522,0.11344652898899153,0.6439709256411448,0.2425825453698637,0.9548355375017439,0.0
3,34,1.2237361224792955,0.12373949549913914,0.6735811358318653,0.20267936866899555,0.960607696981991,0.0
4,34,1.3469612327124405,0.144518949344136,0.6012059606120784,0.25427509004378557,0.9603529817917767,0.0
5,34,1.2166947093352922,0.10591710202580656,0.6681052032369933,0.22597769473720009,0.955874990014469,0.0
6,34,1.2250634605864414,0.12502436898158897,0.6733351839210695,0.2016404470973415,0.9518009354086483,0.0
7,34,1.2181726851528465,0.11947052288001586,0.6749577775553017,0.20557169956468244,0.956993537790635,0.0
8,34,1.3736437087217765,0.18403335174405022,0.5968946935050996,0.21907195475085017,0.9516787669237923,0.0
9,34,1.2951565178832785,0.1441256130188199,0.6381677542315726,0.21770663274960755,0.956643399070291,0.0
10,34,1.4708192777523221,0.21753101374185224,0.5249527760006719,0.2575162102574758,0.9555865175583783,0.0
11,34,1.5164040569278416,0.19487646351637267,0.41142232697120706,0.39370120951242027,0.9557872379527372,0.0
12,34,1.495689862788717,0.2347838229817925,0.2620127197538365,0.503203457264371,0.9713768678552964,0.0
13,34,1.2594275754428714,0.13839021218810132,0.6581566846854404,0.20345310312645823,0.9572020138011259,0.0
14,34,0.3375514773837539,0.014600515984345103,0.9483895590847918,0.037009924930863115,0.9614528627956614,0.0
15,34,0.9164720073226931,0.059723732955439375,0.7924496855096758,0.14782658153488482,0.9504373774808996,0.0
16,34,1.2131059566848592,0.10184541237784436,0.6674345938351723,0.2307199937869833,0.955937567879172,0.0
17,34,1.5146811036159555,0.22184445950291243,0.47405922021087926,0.3040963202862083,0.9532878959880156,0.0
18,34,1.3556445030505184,0.15416919809241375,0.6000147477257244,0.2458160541818619,0.9562554499682259,0.0
19,34,1.2384548433308529,0.11197991448375429,0.6581734404350106,0.22984664508123517,0.9574126075295841,0.0
